date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition,year_month,category
2024-03-07,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.64,1.5,307,True,False,Sunny,2024-03,ana_yemek
2024-03-07,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.95,2.3,342,False,False,Rainy,2024-03,ana_yemek
2024-03-07,23,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,46.7,72.6,57,False,False,Cloudy,2024-03,ana_yemek
2024-03-07,25,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,14.61,8.47,507,True,False,Rainy,2024-03,ana_yemek
2024-03-07,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.06,24.28,59,False,False,Rainy,2024-03,ana_yemek
2024-03-07,46,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.65,14.41,279,False,False,Sunny,2024-03,ana_yemek
2024-03-07,18,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.51,28.83,112,False,False,Cloudy,2024-03,ana_yemek
2024-03-07,33,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,11.33,14.11,222,False,False,Cloudy,2024-03,ana_yemek
2024-03-07,38,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.99,16.82,439,False,False,Rainy,2024-03,ana_yemek
2024-03-08,19,Casual Dining,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,17.82,28.57,124,False,False,Sunny,2024-03,ana_yemek
2024-03-08,13,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.31,4.79,311,True,False,Sunny,2024-03,tatli
2024-03-08,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.82,1.78,649,True,False,Rainy,2024-03,ana_yemek
2024-03-08,43,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,22.14,46.47,144,False,False,Sunny,2024-03,ana_yemek
2024-03-08,4,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.56,14.09,212,False,False,Sunny,2024-03,ana_yemek
2024-03-08,4,Cafe,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.69,5.39,313,False,False,Cloudy,2024-03,icecek
2024-03-08,19,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.19,12.09,271,False,False,Sunny,2024-03,ana_yemek
2024-03-08,45,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,12.56,16.13,149,False,False,Sunny,2024-03,ana_yemek
2024-03-08,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.92,28.35,0,False,False,Cloudy,2024-03,ana_yemek
2024-03-08,25,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,32.21,64.06,147,False,False,Cloudy,2024-03,ana_yemek
2024-03-08,19,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.1,9.19,649,True,False,Cloudy,2024-03,ana_yemek
2024-03-08,43,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,27.86,52.8,215,False,False,Sunny,2024-03,ana_yemek
2024-03-08,20,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.54,3.65,319,True,False,Sunny,2024-03,icecek
2024-03-08,1,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,18.89,36.31,0,False,False,Cloudy,2024-03,ana_yemek
2024-03-08,34,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.79,2.91,1190,True,True,Sunny,2024-03,icecek
2024-03-08,9,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.77,3.69,370,False,False,Rainy,2024-03,icecek
2024-03-08,46,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,30.98,53.8,0,False,False,Sunny,2024-03,ana_yemek
2024-03-08,42,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,5.28,4.1,519,True,False,Rainy,2024-03,icecek
2024-03-08,33,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.87,13.35,186,True,False,Sunny,2024-03,corba
2024-03-08,1,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.9,6.84,582,True,False,Sunny,2024-03,ana_yemek
2024-03-09,23,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,5.48,6.3,845,True,False,Cloudy,2024-03,icecek
2024-03-09,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.1,24.95,176,False,False,Cloudy,2024-03,ana_yemek
2024-03-09,43,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.92,21.38,93,False,False,Cloudy,2024-03,corba
2024-03-09,12,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.06,4.17,622,False,True,Sunny,2024-03,icecek
2024-03-09,14,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.84,7.23,166,False,False,Sunny,2024-03,tatli
2024-03-09,9,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.18,9.32,924,True,False,Cloudy,2024-03,ana_yemek
2024-03-09,33,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,7.31,7.93,198,False,False,Sunny,2024-03,tatli
2024-03-09,47,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.31,2.52,908,False,False,Sunny,2024-03,icecek
2024-03-09,3,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,35.41,27.73,281,True,False,Cloudy,2024-03,ana_yemek
2024-03-09,4,Cafe,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,34.8,41.5,280,False,False,Sunny,2024-03,ana_yemek
2024-03-09,10,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.21,7.36,457,False,False,Sunny,2024-03,icecek
2024-03-09,40,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.1,3.03,836,False,True,Sunny,2024-03,icecek
2024-03-09,35,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.51,10.9,258,False,False,Rainy,2024-03,ana_yemek
2024-03-09,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.23,18.85,123,False,False,Sunny,2024-03,corba
2024-03-09,20,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.93,18.09,184,False,False,Sunny,2024-03,corba
2024-03-09,39,Casual Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.09,13.02,277,False,False,Sunny,2024-03,ana_yemek
2024-03-09,27,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.0,2.58,456,False,False,Sunny,2024-03,ana_yemek
2024-03-09,1,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.03,8.62,365,False,False,Sunny,2024-03,ana_yemek
2024-03-09,25,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,7.2,6.58,714,False,False,Sunny,2024-03,icecek
2024-03-09,1,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.04,5.4,1016,True,False,Sunny,2024-03,ana_yemek
2024-03-09,49,Kopitiam,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.28,2.87,910,False,False,Rainy,2024-03,icecek
2024-03-09,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.62,2.12,747,True,False,Cloudy,2024-03,ana_yemek
2024-03-09,4,Cafe,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.24,10.18,194,False,False,Sunny,2024-03,ana_yemek
2024-03-09,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.33,23.97,32,False,False,Sunny,2024-03,ana_yemek
2024-03-09,49,Kopitiam,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,14.88,12.55,436,True,True,Cloudy,2024-03,ana_yemek
2024-03-09,3,Cafe,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,33.82,53.71,0,False,True,Sunny,2024-03,ana_yemek
2024-03-09,33,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.21,8.05,1047,True,False,Rainy,2024-03,ana_yemek
2024-03-09,26,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.92,6.31,513,False,True,Cloudy,2024-03,tatli
2024-03-09,32,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,5.34,6.34,408,False,False,Sunny,2024-03,icecek
2024-03-10,28,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.0,16.72,322,False,False,Sunny,2024-03,ana_yemek
2024-03-10,1,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.65,8.2,279,False,False,Sunny,2024-03,ana_yemek
2024-03-10,35,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,10.07,13.87,261,False,False,Sunny,2024-03,ana_yemek
2024-03-10,46,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.35,11.77,243,False,False,Sunny,2024-03,tatli
2024-03-10,44,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.53,6.19,191,False,False,Rainy,2024-03,tatli
2024-03-10,34,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,10.56,22.68,219,False,False,Sunny,2024-03,ana_yemek
2024-03-10,43,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.06,21.13,231,False,False,Sunny,2024-03,corba
2024-03-10,29,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,3.77,6.29,317,False,False,Cloudy,2024-03,tatli
2024-03-10,8,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.51,10.68,562,False,False,Rainy,2024-03,ana_yemek
2024-03-10,29,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,9.2,13.42,162,False,False,Cloudy,2024-03,ana_yemek
2024-03-10,24,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.96,3.83,464,False,False,Rainy,2024-03,icecek
2024-03-10,41,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,23.79,22.69,310,True,False,Rainy,2024-03,ana_yemek
2024-03-10,17,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.47,5.98,716,True,False,Rainy,2024-03,ana_yemek
2024-03-10,20,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,30.93,43.18,157,False,True,Rainy,2024-03,ana_yemek
2024-03-10,9,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.05,9.55,924,True,False,Cloudy,2024-03,ana_yemek
2024-03-10,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.71,27.27,210,False,False,Sunny,2024-03,ana_yemek
2024-03-10,38,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,44.96,62.94,0,False,False,Sunny,2024-03,ana_yemek
2024-03-10,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.97,2.21,616,False,False,Sunny,2024-03,ana_yemek
2024-03-10,29,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4.0,8.75,16.01,164,False,False,Sunny,2024-03,ana_yemek
2024-03-10,34,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.47,3.96,617,False,False,Rainy,2024-03,icecek
2024-03-10,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.59,2.12,585,False,False,Sunny,2024-03,ana_yemek
2024-03-10,12,Cafe,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,4.3,4.47,310,False,False,Rainy,2024-03,icecek
2024-03-10,46,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.81,3.38,971,True,False,Rainy,2024-03,icecek
2024-03-10,25,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.99,6.45,382,False,False,Cloudy,2024-03,icecek
2024-03-10,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,15.68,30.28,0,False,False,Sunny,2024-03,ana_yemek
2024-03-11,10,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,12.95,15.96,473,False,False,Sunny,2024-03,ana_yemek
2024-03-11,42,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,46.88,77.38,83,False,False,Rainy,2024-03,ana_yemek
2024-03-11,32,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,39.4,52.51,148,False,False,Sunny,2024-03,ana_yemek
2024-03-11,10,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,46.0,66.56,0,False,False,Sunny,2024-03,ana_yemek
2024-03-11,21,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.44,7.74,120,False,False,Cloudy,2024-03,icecek
2024-03-11,26,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,17.01,40.46,101,False,False,Cloudy,2024-03,ana_yemek
2024-03-11,17,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.86,6.68,336,False,False,Sunny,2024-03,tatli
2024-03-11,47,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.15,6.88,105,False,False,Sunny,2024-03,tatli
2024-03-11,29,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.98,2.77,516,False,False,Cloudy,2024-03,icecek
2024-03-11,14,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,4.73,7.35,312,False,False,Sunny,2024-03,ana_yemek
2024-03-11,4,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,26.17,37.16,84,False,False,Cloudy,2024-03,ana_yemek
2024-03-11,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.6,2.47,231,False,False,Rainy,2024-03,ana_yemek
2024-03-11,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.05,31.06,95,False,False,Sunny,2024-03,ana_yemek
2024-03-11,50,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.51,2.7,347,False,False,Cloudy,2024-03,ana_yemek
2024-03-11,35,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.89,2.82,383,False,False,Rainy,2024-03,icecek
2024-03-11,11,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.62,12.06,258,False,False,Sunny,2024-03,corba
2024-03-11,31,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,1.98,2.65,253,False,False,Sunny,2024-03,icecek
2024-03-11,7,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.2,5.86,197,False,False,Rainy,2024-03,icecek
2024-03-11,42,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,11.89,17.58,235,False,True,Sunny,2024-03,ana_yemek
2024-03-11,32,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,31.33,54.77,0,False,False,Cloudy,2024-03,ana_yemek
2024-03-11,33,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.49,2.43,895,True,True,Rainy,2024-03,icecek
2024-03-12,17,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.6,8.45,306,False,False,Cloudy,2024-03,ana_yemek
2024-03-12,38,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,16.44,18.38,265,True,False,Cloudy,2024-03,corba
2024-03-12,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.47,31.72,84,False,False,Sunny,2024-03,ana_yemek
2024-03-12,2,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.1,2.71,455,False,False,Cloudy,2024-03,ana_yemek
2024-03-12,40,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,1.93,1.74,993,True,False,Sunny,2024-03,icecek
2024-03-12,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.46,10.11,287,False,False,Sunny,2024-03,ana_yemek
2024-03-12,28,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,42.99,51.98,359,False,True,Cloudy,2024-03,ana_yemek
2024-03-12,40,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9.0,18.03,27.4,200,False,False,Cloudy,2024-03,ana_yemek
2024-03-12,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.72,1.64,534,True,False,Rainy,2024-03,ana_yemek
2024-03-12,6,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.16,8.39,300,False,False,Sunny,2024-03,icecek
2024-03-12,44,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.32,7.91,274,False,False,Rainy,2024-03,ana_yemek
2024-03-12,24,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.07,10.59,59,False,False,Cloudy,2024-03,tatli
2024-03-12,27,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.84,2.0,484,True,False,Sunny,2024-03,ana_yemek
2024-03-12,47,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.51,3.03,363,False,False,Sunny,2024-03,icecek
2024-03-12,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.74,30.2,34,False,False,Sunny,2024-03,ana_yemek
2024-03-12,42,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,46.25,72.77,29,False,False,Sunny,2024-03,ana_yemek
2024-03-12,43,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,27.05,58.31,86,False,False,Sunny,2024-03,ana_yemek
2024-03-12,45,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.41,8.52,358,False,False,Rainy,2024-03,ana_yemek
2024-03-12,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,18.07,27.48,0,False,False,Sunny,2024-03,ana_yemek
2024-03-12,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.28,21.12,191,False,False,Cloudy,2024-03,ana_yemek
2024-03-12,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,14.62,27.72,177,False,False,Rainy,2024-03,ana_yemek
2024-03-12,6,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,33.26,39.35,248,True,False,Sunny,2024-03,ana_yemek
2024-03-12,37,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.52,7.43,223,False,False,Rainy,2024-03,tatli
2024-03-12,17,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,5.24,7.21,215,False,False,Sunny,2024-03,tatli
2024-03-12,45,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2.0,4.55,8.93,85,False,False,Sunny,2024-03,tatli
2024-03-12,29,Food Stall,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5.0,9.86,20.36,104,False,False,Sunny,2024-03,ana_yemek
2024-03-12,21,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.39,5.23,264,False,False,Sunny,2024-03,icecek
2024-03-12,16,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.86,3.48,112,False,False,Rainy,2024-03,ana_yemek
2024-03-12,29,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.45,9.85,329,False,False,Sunny,2024-03,ana_yemek
2024-03-12,5,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,25.66,38.58,206,False,True,Sunny,2024-03,ana_yemek
2024-03-12,38,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,19.17,25.88,68,False,False,Cloudy,2024-03,corba
2024-03-13,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,17.54,24.68,0,False,False,Cloudy,2024-03,ana_yemek
2024-03-13,50,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.79,1.75,622,True,False,Rainy,2024-03,ana_yemek
2024-03-13,19,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.15,4.2,548,False,False,Sunny,2024-03,icecek
2024-03-13,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.83,8.72,302,True,False,Sunny,2024-03,corba
2024-03-13,39,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8.0,25.74,22.4,326,True,True,Cloudy,2024-03,ana_yemek
2024-03-13,5,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.88,16.67,37,False,False,Cloudy,2024-03,corba
2024-03-13,24,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.74,14.37,118,False,False,Sunny,2024-03,ana_yemek
2024-03-13,12,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9.0,34.53,46.58,22,False,False,Cloudy,2024-03,ana_yemek
2024-03-13,27,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7.0,16.03,19.08,382,False,False,Cloudy,2024-03,ana_yemek
2024-03-13,14,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.02,4.63,397,True,False,Rainy,2024-03,ana_yemek
